ID,Text,UserName,UserFollowerCount,RetweetCount,Likes,CreatedAt,compound,score
999224463567794176,Your opinion for trx pre Mainnet?bitcoinbinancecryptocurrencies blockchain Ethos EthereumClassic ada… /VF5OGqYYdW,Prometheus,6,1,1,Wed May 23 09:44:11 +0000 2018,0.0,0.0
999224466017153024,"RT : We will lock the Participation Reconfirmation Form this Friday. Check this out: /YZa3KFvYMm, and if you haven't…",LastKiss-,5415,5,0,Wed May 23 09:44:12 +0000 2018,0.0,0.0
999224466596036609,"RT : DENT, the 1 Blockchain project for the Telco industry, is now listed on ALLBIT, the first Decentralized Exchange in Korea! h…",Martyn leendert,66,123,0,Wed May 23 09:44:12 +0000 2018,0.0,0.0
999224468160634880,"RT : We are thankful for the great audience at Monaco International Blockchain. Now off to the next one, see you soon Malta!…",CryptoRage,70,1020,0,Wed May 23 09:44:12 +0000 2018,0.8439,59.9169
999224481502539776,RT : Acorn are partnered with Bancor!/FHygeCsUUNCrowdfundingForEveryone Crowdfunding Startup Blockchain …,BOM,87,37,0,Wed May 23 09:44:15 +0000 2018,0.0,0.0
999224483348172800,RT : The MVP otherwise known as the testnet on the NEO Blockchain of TKY is set to be launched on 28th May/UN67…,Rasul Vatsan,513,124,0,Wed May 23 09:44:16 +0000 2018,0.128,65.792
999224484694343680,RT : The MVP otherwise known as the testnet on the NEO Blockchain of TKY is set to be launched on 28th May/UN67…,How to Coin ⚡️,550,124,0,Wed May 23 09:44:16 +0000 2018,0.128,70.528
999224490327527425,Bitcoin Closing on Long-Term Bear Indicator Not Seen Since 2014 - /f6NyNxO5VHBitcoin Crypto News… /n73EnUzTYh,BitcoinsChannel,6735,0,0,Wed May 23 09:44:17 +0000 2018,0.0,0.0
999224493255020545,RT : BTCI snapshot has been taken today 15 of May 12 pm UTC.Those users with BTC balances will get BTCI airdrop at a ratio 1:…,soloenvenezuela,106,11,0,Wed May 23 09:44:18 +0000 2018,0.0,0.0
999224501912178688,RT : Viewo is the first video sharing platform that cares about your privacy!/7UkhHFEvz7Join our Private Sale…,shizuka,6529,69,0,Wed May 23 09:44:20 +0000 2018,0.7263,4742.739
999224517443571712,RT : Viewo uses high speed GPU cloud servers for the best quality live streaming.  This technology is a game changer!https:…,Miguel Peralta,25,438,0,Wed May 23 09:44:24 +0000 2018,0.6696,17.409599999999998
999224524850712576,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Cristiana,250,12420,0,Wed May 23 09:44:26 +0000 2018,0.0,0.0
999224526352371712,Privacy 3.0: Encryption tools for the decentralized web /V2Xpmqq5pw StartCrypto Crypto… /0cc2erREAs,Start Crypto 2018,884,0,0,Wed May 23 09:44:26 +0000 2018,0.0,0.0
999224528101240832,This is one of the best ico that ive ever seen and have a unique idea. I did not see the project more interesting o… /vVZEdmUMa7,Usman Butt,5193,0,0,Wed May 23 09:44:26 +0000 2018,0.8016,4163.5104
999224538507472896,RT : Could blockchain and smart contracts disrupt the ticketing business? /Q6g03Xsly6 blockchain creativesunb…,Petra Johansson,3519,1,0,Wed May 23 09:44:29 +0000 2018,0.4019,1414.6879999999999
999224539593756672,"“PornHub Transactions Are Being Reversed”, Litecoin Founder Talk... bitcoin crypto fintech Verge Army… /0onnyqdnTN",Coin Spectator,6728,0,0,Wed May 23 09:44:29 +0000 2018,0.0,0.0
999224546703151104,RT : I will choose 10 random followers to win 0.1ETH!!!!Please:1. FOLLOW2. LIKE AND RETWEET 3. Comment your ETH address…,EvilPanda,41,126,0,Wed May 23 09:44:31 +0000 2018,0.8482,35.6244
999224557524439041,"RT : GP Pharm GPP is airdropping 10,000 GPP tokens worth $500, you will also earn up to additional 1000 GPP tokens worth $50 b…",swisscoin,150,1107,0,Wed May 23 09:44:33 +0000 2018,0.4215,63.646499999999996
999224558438596608,RT : Viewo has content that you'll actually want to watch.  We're also supported by over 150 top influencers.Join our priva…,Miguel Peralta,25,174,0,Wed May 23 09:44:34 +0000 2018,0.5267,13.694199999999999
999224564734308354,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,飯田三樹夫,0,12420,0,Wed May 23 09:44:35 +0000 2018,0.0,0.0
999224570832879617,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,M'Ferhat Deveci,603,12420,0,Wed May 23 09:44:37 +0000 2018,0.0,0.0
999224587391926272,"RT : Jar ETF is airdropping 30,000 JAR tokens worth $30,000, you will also earn 15,000 JAR tokens worth $15,000 by referring.aird…",virginia favia,440,2281,0,Wed May 23 09:44:40 +0000 2018,0.4215,185.8815
999224589484879873,“SatoshiPay partners with The Register” by /vmcGtAvHGx cryptocurrency bitcoin blockchain… /hNZ5AgdTj6,VLOG Tweets,1126,0,1,Wed May 23 09:44:41 +0000 2018,0.0,0.0
999224592425242624,"RT : The beta-test is in full swingWe remind,you can take part in betatest of our app /fJ3HKNY0rOHelp us to create th…",Vladimir Brazovski,2487,66,0,Wed May 23 09:44:42 +0000 2018,0.2732,679.7216
999224595180699650,RT : Craig Wright - Bcash vs Jack Liao - Bitcoin Gold in Taiwan. fakesatoshi bitcoin…,nuworldj,215,652,0,Wed May 23 09:44:42 +0000 2018,0.0,0.0
999224597017907200,"RT : If is right and Bitcoin becomes a one world currency, China would have governance with the current single Algorit…",Blockchain Brad [VTC] [DGB],206,20,0,Wed May 23 09:44:43 +0000 2018,0.0,0.0
999224597760434177,PR: Essentia Re-Opens Whitelist for 2000 Additional Applications /NzazwagOUC bitcoin bitcoinprice BTCtoUSD btcprice,Ohio Bitcoin,19956,0,0,Wed May 23 09:44:43 +0000 2018,0.0,0.0
999224603284246528,"RT : 1,000,000 TYPE Token Giveaway Tonight (11.59pm BST). TO ENTER: Simply sign up to our Bounty Contest here 👉 /yp…",Moiz Khan,70,908,0,Wed May 23 09:44:44 +0000 2018,0.0,0.0
999224606396375040,"RT : Who wants to be a Typillionaire? 🤑 NEW 🤑 1,000,000 TYPE Token Giveaway!!! /2sARvX5GSoairdrop bounty fre…",mifan@cryptolove,4010,1386,0,Wed May 23 09:44:45 +0000 2018,0.0,0.0
999224607151411200,RETWEET + FOLLOW me @ /fEE1emM0J6  for a chance to receive your choice of .25 LTC or 1000 TRX ! Conte… /t3P9bYFxSG,GymRatPat,655,7,7,Wed May 23 09:44:45 +0000 2018,0.3164,1660.4672
999224609626083330,"RT : The Shakeout is an old-fashioned strategy to throw out weak hands.Don't be weak hand, we're in a altseasonBuy now $…",DAPS Hodler,59,14,0,Wed May 23 09:44:46 +0000 2018,-0.8667,-52.002
999224612306259968,RT : CEO of TransCrypt Nick Machulis is in touchYou can ask any questions about product in telegram /67POlYhCTp From 2…,Vladimir Brazovski,2487,71,0,Wed May 23 09:44:46 +0000 2018,0.0,0.0
999224619411410944,RT : PayPal: We’ll ‘Definitely Support’ Bitcoin If It Becomes A ‘Better Currency’ /QkWh0kE4qr /zfDtCleo…,Vinod Mishra,191,68,0,Wed May 23 09:44:48 +0000 2018,0.0,0.0
999224619411410944,RT : PayPal: We’ll ‘Definitely Support’ Bitcoin If It Becomes A ‘Better Currency’ /QkWh0kE4qr /zfDtCleo…,Vinod Mishra,191,68,0,Wed May 23 09:44:48 +0000 2018,0.0,0.0
999224623488229377,Signup Airdrop of GameMarket ICO Tokensale &amp; get instant 1500 Tokens Freecoin /1J5qhHmuXS Gaming… /dql95AsGRy,soha salah,3,1,1,Wed May 23 09:44:49 +0000 2018,0.0,0.0
999224625388249088,RT : has provided a platform for individuals and companies to cut down on transaction time and charges7 days until fina…,☆よしえ☆,0,64,0,Wed May 23 09:44:50 +0000 2018,-0.2732,-0.2732
999224639778885632,RT : The entire Skycoin team is proud and excited to announce that Skywire testnet is live! Check out the official instal…,Khawaja Khurram,203,88,0,Wed May 23 09:44:53 +0000 2018,0.6996,142.7184
999224642035421184,"RT : SE Asia Investor meet ups. Back by popular demand, were in Vietnam again.  This time we're in Hanoi May 25-27. Come say hi to…",Pavel Salaschenko,2869,173,0,Wed May 23 09:44:54 +0000 2018,0.3182,913.2339999999999
999224663069855744,"ALONG with my last post, any followers on my twitch will be entered into a 0.05 btc giveaway EVERY sunday at 7:3… /PeYVEqUgzF",GymRatPat,655,3,9,Wed May 23 09:44:59 +0000 2018,0.0,0.0
999224665196417024,RT : 🚀1000 Stratis Gold (100)$ AIRDROPS 🚀    1. Follow     2. Like     3. Retweet    4. Comment your ETH address HERE…,EvilPanda,41,47,0,Wed May 23 09:44:59 +0000 2018,0.3612,15.1704
999224670196064256,RT : Bank in Argentina Launches BTC Settlement Services /eeRDRwqYSy Bitcoin /5pjTkKBvKB,Vinod Mishra,191,99,0,Wed May 23 09:45:00 +0000 2018,0.0,0.0
999224676453888001,RT : ExperiencePoints is here and reports ready for trading! 👏You can trade XP in pair with BTC. A condition for…,All About Crypto,72,5,0,Wed May 23 09:45:02 +0000 2018,0.729,53.217
999224676978016261,RT : The MVP otherwise known as the testnet on the NEO Blockchain of TKY is set to be launched on 28th May/UN67…,Sun Drez,126,124,0,Wed May 23 09:45:02 +0000 2018,0.128,16.256
999224677900963840,Thoughts have no sex. ClareBoothLuce bitcoin,TheQuoteTree,106,0,0,Wed May 23 09:45:02 +0000 2018,-0.296,-31.671999999999997
999224678123233280,"Check all here --&gt; /S1I0bDpMr2 On wexnz ZEC to BTC -- &gt; 0.0397, volume --&gt; 6478 On wexnz ETH to… /mmT7Xn09GC",ThirdBrainFx,18194,0,0,Wed May 23 09:45:02 +0000 2018,0.0,0.0
999224682741149696,RT : TOP-5 Games that will Get You into Cryptocurrency!Now you can even earn real crypto while playing the mobile game!…,22GamZ,3179,4,0,Wed May 23 09:45:03 +0000 2018,0.3365,1070.0700000000002
999224686796984321,is a cognitive ad network that generates 30x higher engagement on advertisements and more revenue for p… /1KkdonEtKI,LastKiss-,5415,0,0,Wed May 23 09:45:04 +0000 2018,0.4588,2484.8608
999224687128449024,"This startup is poised to optimize digital advertising, using blockchain /ONvy7tLOvg  blockchain… /vd79fh2URX",Glen Hendriks,525,0,0,Wed May 23 09:45:04 +0000 2018,0.6369,335.0094
999224687438778369,Gaming Project Plair Will Be the First ICO to Launch on VeChainThor - Invest In Blockchain /VeFFVsJZNA… /AX5cUSVxSx,COİN Post,1737,0,0,Wed May 23 09:45:04 +0000 2018,0.0,0.0
999224688403509248,RT : The Lunch Money Diner Card is for regular usage of the Restaurant P.I. app.The Xtra Lunch Money Diner Card is for frequent…,Deepak Kumawat,10,1415,0,Wed May 23 09:45:05 +0000 2018,0.0,0.0
999224689351380993,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Adnan Manzoor,6,12420,0,Wed May 23 09:45:05 +0000 2018,0.0,0.0
999224692396380162,"RT : Hello Everyone, Our website is updated to: Russian, Korean, Chinese, Italian and Portuguese. Please visit  /nrWoC…",Hannah Dollar,3314,313,0,Wed May 23 09:45:06 +0000 2018,0.3182,1054.8329999999999
999224695563026433,RT : Craig Wright - Bcash vs Jack Liao - Bitcoin Gold in Taiwan. fakesatoshi bitcoin…,RayIşık,638,652,0,Wed May 23 09:45:06 +0000 2018,0.0,0.0
999224699250003971,2 days left for the mandatory update!! Move to Teslacoin v.4.0 asap!!/OOIj4oqPsS… /Boaqju1tlX,TeslaCoin,5776,5,2,Wed May 23 09:45:07 +0000 2018,0.3544,6142.1064
999224704639602689,3 Signs that you love Social media and how you can start making money from it using miBoodle -… /IHi4Ky89oF,miBoodle.ITO,1605,19,19,Wed May 23 09:45:08 +0000 2018,0.6369,20457.228
999224713430872065,"Yes, you can bet with Bitcoin! BitcoinBets at ▶️ /6dlc0FpYBD /veFgoq9SDY",BetFast.com,49032,0,0,Wed May 23 09:45:11 +0000 2018,0.6588,32302.940400000003
999224715012132864,RT : ￼Glad token￼ Airdrop 1. Join  /lUZEAm4Ayk 2. Like 3.Retweet 4.ETH address ￼100 token - $20airdrop …,Hectorsmart,84,196,0,Wed May 23 09:45:11 +0000 2018,0.5719,48.6115
999224728324685825,RT : Old Men Don’t Like Bitcoin via /uCkcT7t1x8,Rajsimran,13053,339,0,Wed May 23 09:45:14 +0000 2018,0.3612,4715.1048
999224731432824832,Bitcoin recap for 22.05.2018 /Zgcj3Raonn TdailyC cryptocurrencynews Cryptocurrencies CryptoNews… /9WKbK5Y1kB,The Daily Chartist,1032,0,0,Wed May 23 09:45:15 +0000 2018,0.0,0.0
999224735199350784,Easy mining BTC with Google Chrome while is open? Click here to install the plugin with referral advantages for… /JLeOOljnYR,Falcomar,51,0,1,Wed May 23 09:45:16 +0000 2018,0.6597,68.6088
999224742295973889,RT : The Lunch Money Diner Card is for regular usage of the Restaurant P.I. app.The Xtra Lunch Money Diner Card is for frequent…,nayeem islam nehal,96,1415,0,Wed May 23 09:45:17 +0000 2018,0.0,0.0
999224744443564032,RT : Matches today 23/05 available fixedmatch paddypower parionssport williamhill skybet tipico sportwetten betatho…,Der Wettsportler,223,1,0,Wed May 23 09:45:18 +0000 2018,0.0,0.0
999224750097485824,"RT : A way you can utilize sentiment when trading crypto, is to measure the positivity or negativity of a tweet …",Mihaj,94,2,0,Wed May 23 09:45:19 +0000 2018,0.0,0.0
999224756045078529,RT : Viewo uses high speed GPU cloud servers for the best quality live streaming.  This technology is a game changer!https:…,Adebayo,54,438,0,Wed May 23 09:45:21 +0000 2018,0.6696,36.827999999999996
999224778849374208,"RT : Hello MMO Fans and friends, MMOCoin is now listed on exchange! /acMxoNJRhwbitebtc mmocoin…",Ellie Collins,93,62,0,Wed May 23 09:45:26 +0000 2018,0.5255,49.397
999224785996599296,RT : The Daily Bitcoin News/v6Q0Cfy1D4 cryptocurrencies xvg,India Bitcoin,15891,1,0,Wed May 23 09:45:28 +0000 2018,0.0,0.0
999224791285583872,Trading on exchanges has a long history during which the main difficulties were the irrationality and psychological… /kRwQany7fT,bharatkumar,8343,0,0,Wed May 23 09:45:29 +0000 2018,-0.5994,-5001.3936
999224797254037504,RT : Craig Wright - Bcash vs Jack Liao - Bitcoin Gold in Taiwan. fakesatoshi bitcoin…,El Bori 🇵🇷,909,652,0,Wed May 23 09:45:31 +0000 2018,0.0,0.0
999224802865971200,RT : GRAPHICALCOIN (200 GC) AIRDROP Token ROUND 2 (100 GC TOKENS PER REFERRAL) ROUND 2 airdrop bounty BTC xrp freetoken…,Prince Nyadedzor,301,4534,0,Wed May 23 09:45:32 +0000 2018,0.0,0.0
999224822788972545,"Goldman Executive Left Wall Street to Cryptocurrency Sector, Here’s Why /yZ2xCCVYL9 bitcoin business /kV5AzwKb0c",CoinCondor,74,0,0,Wed May 23 09:45:37 +0000 2018,0.0,0.0
999224823610916864,RT : Craig Wright - Bcash vs Jack Liao - Bitcoin Gold in Taiwan. fakesatoshi bitcoin…,hendyrain,21,652,0,Wed May 23 09:45:37 +0000 2018,0.0,0.0
999224825221664768,Bitcoin Closing on Long-Term Bear Indicator Not Seen Since 2014 /XSZ0XlVnns /QOuPJhzJ5J… /eoatkRRQUe,Mia Abraham,2163,0,0,Wed May 23 09:45:37 +0000 2018,0.0,0.0
999224826731597824,"""Bitcoin Price Watch: BTC/USD Breakdown Looks like Real Deal"" /XfBBQxYAT2 bitcoin /BGg4WGsMhF",Tech BitCoin,4538,0,0,Wed May 23 09:45:38 +0000 2018,0.3612,1639.4868000000001
999224837058060289,RT : Craig Wright - Bcash vs Jack Liao - Bitcoin Gold in Taiwan. fakesatoshi bitcoin…,BitcoinChange,35,652,0,Wed May 23 09:45:40 +0000 2018,0.0,0.0
999224849984868354,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Afnan Pervez Chatha,25,12420,0,Wed May 23 09:45:43 +0000 2018,0.0,0.0
999224866732625921,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,amtm9988,29,12420,0,Wed May 23 09:45:47 +0000 2018,0.0,0.0
999224868599091202,"RT : From the initial bitcoin transaction to the final cryptographic transaction, here is a step-by-step overview on blockchain t…",Anshul Singh🇮🇳,51,6,0,Wed May 23 09:45:48 +0000 2018,0.0,0.0
999224873313603584,"RT : Join the CalChain Airdrop. CalChain is airdropping 6,000 CALC TOKENS valued at  $600, you will also earn  up to 2,000 CALC to…",Airdrop_Ctrader,453,7660,0,Wed May 23 09:45:49 +0000 2018,0.6249,283.7046
999224877507899392,RT : Signup Airdrop of GameMarket ICO Tokensale &amp; get instant 1500 Tokens Freecoin /QZAVOM9Zi9Crypto Ga…,hossamahmed,2,4530,0,Wed May 23 09:45:50 +0000 2018,0.0,0.0
999224886684889088,DROOTOO AIRDROP 📢- ⭐️⭐️⭐️⭐️▪️4/5 stars💰~$7🎯drootoo (DRT) Cloud computing for enterprises🎯$7 for easy social med… /6K7AeK1c5h,Sonal Savliya,512,0,1,Wed May 23 09:45:52 +0000 2018,0.4404,451.85040000000004
999224887272181760,VertChain Airdrop 2 is now liveEach users will receive 3000 VTC tokens worth $700 and also get 1500 VTC tokens $3… /2LdCNPPoVE,Mhay-Bank,38,0,0,Wed May 23 09:45:52 +0000 2018,0.2263,8.8257
999224887624589312,"RT : PAYTHER biggest Airdrop! 🌟Symbol: PYTAirdrop: 300 Million PYT[Possible worth $15,000,000]To Receive Payther: 1. Foll…",EvilPanda,41,1073,0,Wed May 23 09:45:52 +0000 2018,0.2942,12.3564
999224893089591296,RT : CRYPTFUNDER AIRDROP is Live!  /Eff3QeeoYw cryptocurrency ico airdrop airdrops blockchain BitcoinPizzaD…,Razi94,2145,87,0,Wed May 23 09:45:53 +0000 2018,0.0,0.0
999224894482071552,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,Sang Võ,3500,12420,0,Wed May 23 09:45:54 +0000 2018,0.0,0.0
999224896973561856,RT : India May Levy 18 Percent Tax on Cryptocurrency Trading Starting July 2018 /fvkyWVHRiDBitcoin cryptocu…,Insaf Ck,125,13,0,Wed May 23 09:45:54 +0000 2018,0.0,0.0
999224898252816385,"RT : SYNIX token is back for good!!!Free Airdrops continues when followers = 7,000FollowLikeRetweetComment your ETH addr…",Ar Ar,259,591,0,Wed May 23 09:45:55 +0000 2018,0.0,0.0
999224909191499776,RT : Cryptfunder is a decentralized funding source for startup ICOs and blockchain companies./mbjXRZduTR cryptfun…,Razi94,2145,104,0,Wed May 23 09:45:57 +0000 2018,0.0,0.0
999224909573259266,VertChain Airdrop 2 is now liveEach users will receive 3000 VTC tokens worth $700 bounty BTC xrp freetoken… /oVjxGzm23A,Kenak Ken,723,0,0,Wed May 23 09:45:57 +0000 2018,0.2263,163.84120000000001
999224912416997376,"RT : Latest ranking, most discussed ICOs on Twitter according to the detection algorithm.    1. Typerium_Io    2. Qurrex…",John Stephen Alaba,19,1050,0,Wed May 23 09:45:58 +0000 2018,0.0,0.0
999224936811171840,BANKEX Smart Justice is Bringing Arbitration to Blockchain /ztnhuTnKts newsoftheweek Bitcoin… /WZC4RLtp3e,Remi Vee 🛡️,149209,2,2,Wed May 23 09:46:04 +0000 2018,0.7269,325382.247
999224949293412353,"RT : With Sprintx, you will have the possibility to generate your executable SmartContracts by yourself, without intermediarie…",Koa Nado,427,1419,0,Wed May 23 09:46:07 +0000 2018,0.0,0.0
999224949809319936,"♒ Bitcoin ♒ Hyperсube is now in the know. /rlHEvoPPbD Reply with your Bitcoin Address for tips! 3061 May 23, 2018 at 04:46AM",zzzzzthatssixzs,1619,0,0,Wed May 23 09:46:07 +0000 2018,0.0,0.0
999224965537943552,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,saadet özenç,19,12420,0,Wed May 23 09:46:11 +0000 2018,0.0,0.0
999224989986447360,"RT : 1,000,000 TYPE Token Giveaway Tonight (11.59pm BST). TO ENTER: Simply sign up to our Bounty Contest here 👉 /yp…",mifan@cryptolove,4010,908,0,Wed May 23 09:46:16 +0000 2018,0.0,0.0
999224994495451137,RT : i will be giving away $30 worth of Deed to one lucky winner simplyFollow me!! Retweet!! ethereum XVG LTC BTC icx…,EvilPanda,41,174,0,Wed May 23 09:46:18 +0000 2018,0.9015,37.863
999224997129412608,RT : I must say has the fastest &amp; best customer service of all exchanges put 2gether. They are passiona…,Litecoin Hero,1066,25,0,Wed May 23 09:46:18 +0000 2018,0.6369,679.5723
999225000132595713,RT : Have a great Tuesday Autobayers!!!! And remember to take our KYC! PRESALE 26TH JUNE/HedGK2L68X eth ico cr…,Marya,4542,251,0,Wed May 23 09:46:19 +0000 2018,0.7405,3364.0915
999225006943948800,RT : KuCoin is launching a new promotion. We are offering 30 ETH giveaway. All you need to do is:1. Follow . Retweet…,ついてる３５８,151,12420,0,Wed May 23 09:46:21 +0000 2018,0.0,0.0
999225008437252096,RT : Hello Everyone. Now You can Use HASHCARD App on Your iOS. Please Download in Your Iphone !!!!!Hashcard bitcoin etherum …,Jesselui,1316,1252,0,Wed May 23 09:46:21 +0000 2018,0.5374,707.7558
999225015215185920,RT : 2035 lightning nodes on mainnet bitcoin /opoSWeOdzI,CRYPTOJB,271,260,0,Wed May 23 09:46:22 +0000 2018,0.0,0.0
999225024690163712,RT : Thanks ICO Hot List! Another FIRE mention! Mandala takingover exchnage bitcoin cryptocurrencynews /Yees0UR2…,Peter Stroganoff,2647,105,0,Wed May 23 09:46:25 +0000 2018,-0.2064,-546.5472
999225032013484032,VertChain Airdrop 2 is now liveEach users will receive 3000 VTC tokens worth $700 and also get 1500 VTC tokens $3… /vj2UVeBc9o,Kenak Ken,723,0,0,Wed May 23 09:46:26 +0000 2018,0.2263,163.84120000000001
